timestamp,close
1704067200000,1.10353
1704085200000,1.1042
1704096000000,1.1049
1704099600000,1.1049
1704128400000,1.1071
1704132000000,1.10375
1704135600000,1.10423
1704139200000,1.1046
1704142800000,1.1046
1704146400000,1.10442
1704150000000,1.1037
1704153600000,1.10383
1704157200000,1.10348
1704160800000,1.10185
1704164400000,1.1023
1704168000000,1.10207
1704171600000,1.10333
1704175200000,1.10286
1704178800000,1.10155
1704182400000,1.10299
1704186000000,1.1015
1704189600000,1.10075
1704193200000,1.09692
1704196800000,1.0953
1704200400000,1.09522
1704204000000,1.09631
1704207600000,1.09436
1704211200000,1.09564
1704214800000,1.09503
1704218400000,1.09468
1704222000000,1.09463
1704225600000,1.09431
1704229200000,1.0939
1704232800000,1.09396
1704236400000,1.094
1704240000000,1.09494
1704243600000,1.09514
1704247200000,1.09523
1704250800000,1.09608
1704254400000,1.09621
1704258000000,1.0951
1704261600000,1.09584
1704265200000,1.09603
1704268800000,1.0953
1704272400000,1.09363
1704276000000,1.09279
1704279600000,1.09198
1704283200000,1.09169
1704286800000,1.09216
1704290400000,1.0917
1704294000000,1.09046
1704297600000,1.09079
1704301200000,1.09066
1704304800000,1.0906
1704308400000,1.09175
1704312000000,1.09211
1704315600000,1.0921
1704319200000,1.09213
1704322800000,1.0926
1704326400000,1.09225
1704330000000,1.09177
1704333600000,1.09195
1704337200000,1.09262
1704340800000,1.09259
1704344400000,1.09265
1704348000000,1.09322
1704351600000,1.09378
1704355200000,1.09529
1704358800000,1.09669
1704362400000,1.09557
1704366000000,1.09479
1704369600000,1.09522
1704373200000,1.09471
1704376800000,1.09452
1704380400000,1.0955
1704384000000,1.09561
1704387600000,1.09505
1704391200000,1.09466
1704394800000,1.09469
1704398400000,1.09491
1704402000000,1.09436
1704405600000,1.09472
1704409200000,1.0946
1704412800000,1.09506
1704416400000,1.09515
1704420000000,1.09468
1704423600000,1.09392
1704427200000,1.0937
1704430800000,1.09375
1704434400000,1.09278
1704438000000,1.09232
1704441600000,1.09078
1704445200000,1.0913
1704448800000,1.09122
1704452400000,1.09141
1704456000000,1.09178
1704459600000,1.0921
1704463200000,1.09491
1704466800000,1.09782
1704470400000,1.09559
1704474000000,1.09462
1704477600000,1.09538
1704481200000,1.09452
1704484800000,1.094
1704488400000,1.0938
1704664800000,1.09432
1704668400000,1.09411
1704672000000,1.09483
1704675600000,1.09476
1704679200000,1.09365
1704682800000,1.09327
1704686400000,1.09338
1704690000000,1.0938
1704693600000,1.09452
1704697200000,1.09452
1704700800000,1.09336
1704704400000,1.09369
1704708000000,1.09424
1704711600000,1.09378
1704715200000,1.09444
1704718800000,1.09507
1704722400000,1.09603
1704726000000,1.09696
1704729600000,1.09754
1704733200000,1.09647
1704736800000,1.09555
1704740400000,1.0961
1704744000000,1.09546
1704747600000,1.09489
1704751200000,1.09507
1704754800000,1.0949
1704758400000,1.09551
1704762000000,1.0962
1704765600000,1.09629
1704769200000,1.09625
1704772800000,1.09561
1704776400000,1.09494
1704780000000,1.09501
1704783600000,1.09563
1704787200000,1.09493
1704790800000,1.09442
1704794400000,1.09356
1704798000000,1.09314
1704801600000,1.09405
1704805200000,1.09459
1704808800000,1.09452
1704812400000,1.09178
1704816000000,1.09343
1704819600000,1.0934
1704823200000,1.09241
1704826800000,1.09252
1704830400000,1.09279
1704834000000,1.09309
1704837600000,1.09284
1704841200000,1.09313
1704844800000,1.09307
1704848400000,1.0932
1704852000000,1.09335
1704855600000,1.0929
1704859200000,1.0932
1704862800000,1.09324
1704866400000,1.09247
1704870000000,1.09262
1704873600000,1.09432
1704877200000,1.0947
1704880800000,1.0949
1704884400000,1.09452
1704888000000,1.09438
1704891600000,1.09405
1704895200000,1.09398
1704898800000,1.09673
1704902400000,1.09591
1704906000000,1.09671
1704909600000,1.09693
1704913200000,1.09701
1704916800000,1.09653
1704920400000,1.09722
1704924000000,1.09709
1704927600000,1.0974
1704931200000,1.09775
1704934800000,1.09786
1704938400000,1.0978
1704942000000,1.098
1704945600000,1.09777
1704949200000,1.0977
1704952800000,1.09859
1704956400000,1.09788
1704960000000,1.0975
1704963600000,1.0964
1704967200000,1.09681
1704970800000,1.09784
1704974400000,1.0982
1704978000000,1.09388
1704981600000,1.0952
1704985200000,1.09462
1704988800000,1.09423
1704992400000,1.09509
1704996000000,1.09647
1704999600000,1.0982
1705003200000,1.09714
1705006800000,1.097
1705010400000,1.0972
1705014000000,1.09824
1705017600000,1.09756
1705021200000,1.09826
1705024800000,1.0978
1705028400000,1.09777
1705032000000,1.09756
1705035600000,1.09752
1705039200000,1.09752
1705042800000,1.09668
1705046400000,1.09752
1705050000000,1.0962
1705053600000,1.09597
1705057200000,1.09497
1705060800000,1.09378
1705064400000,1.09553
1705068000000,1.09755
1705071600000,1.09662
1705075200000,1.09583
1705078800000,1.09497
1705082400000,1.09591
1705086000000,1.09557
1705089600000,1.09513
1705093200000,1.0941
1705269600000,1.09486
1705273200000,1.09448
1705276800000,1.09527
1705280400000,1.09545
1705284000000,1.09646
1705287600000,1.09642
1705291200000,1.09628
1705294800000,1.0964
1705298400000,1.09638
1705302000000,1.09532
1705305600000,1.09581
1705309200000,1.09465
1705312800000,1.09395
1705316400000,1.09454
1705320000000,1.09537
1705323600000,1.095
1705327200000,1.0943
1705330800000,1.09497
1705334400000,1.0947
1705338000000,1.0948
1705341600000,1.09527
1705345200000,1.09503
1705348800000,1.09516
1705352400000,1.09469
1705356000000,1.09488
1705359600000,1.09446
1705363200000,1.09195
1705366800000,1.09274
1705370400000,1.09238
1705374000000,1.09187
1705377600000,1.09175
1705381200000,1.09152
1705384800000,1.09173
1705388400000,1.09185
1705392000000,1.09048
1705395600000,1.08862
1705399200000,1.08812
1705402800000,1.08919
1705406400000,1.08858
1705410000000,1.08738
1705413600000,1.08721
1705417200000,1.08858
1705420800000,1.08809
1705424400000,1.08623
1705428000000,1.087
1705431600000,1.08736
1705435200000,1.08714
1705438800000,1.08747
1705442400000,1.08769
1705446000000,1.08783
1705449600000,1.08776
1705453200000,1.08774
1705456800000,1.08748
1705460400000,1.08661
1705464000000,1.08708
1705467600000,1.08647
1705471200000,1.08617
1705474800000,1.087
1705478400000,1.08667
1705482000000,1.08768
1705485600000,1.08717
1705489200000,1.08783
1705492800000,1.0875
1705496400000,1.08637
1705500000000,1.08489
1705503600000,1.08491
1705507200000,1.08572
1705510800000,1.0867
1705514400000,1.08656
1705518000000,1.08739
1705521600000,1.08809
1705525200000,1.0882
1705528800000,1.08808
1705532400000,1.0886
1705536000000,1.0894
1705539600000,1.08961
1705543200000,1.08933
1705546800000,1.08954
1705550400000,1.0894
1705554000000,1.08949
1705557600000,1.09039
1705561200000,1.08882
1705564800000,1.088
1705568400000,1.08842
1705572000000,1.08951
1705575600000,1.08891
1705579200000,1.08774
1705582800000,1.08524
1705586400000,1.08595
1705590000000,1.08521
1705593600000,1.08616
1705597200000,1.08596
1705600800000,1.08639
1705604400000,1.08618
1705608000000,1.08692
1705611600000,1.0876
1705615200000,1.0873
1705618800000,1.088
1705622400000,1.08798
1705626000000,1.08856
1705629600000,1.0888
1705633200000,1.08889
1705636800000,1.08862
1705640400000,1.08806
1705644000000,1.0881
1705647600000,1.08793
1705651200000,1.08769
1705654800000,1.08825
1705658400000,1.0881
1705662000000,1.08874
1705665600000,1.08826
1705669200000,1.08802
1705672800000,1.088
1705676400000,1.08824
1705680000000,1.08866
1705683600000,1.08894
1705687200000,1.08921
1705690800000,1.08924
1705694400000,1.08951
1705698000000,1.08944
1705874400000,1.08921
1705878000000,1.08915
1705881600000,1.0899
1705885200000,1.09016
1705888800000,1.09071
1705892400000,1.09018
1705896000000,1.09026
1705899600000,1.09016
1705903200000,1.09048
1705906800000,1.08975
1705910400000,1.08918
1705914000000,1.08968
1705917600000,1.08866
1705921200000,1.08899
1705924800000,1.08923
1705928400000,1.08917
1705932000000,1.0889
1705935600000,1.08853
1705939200000,1.0894
1705942800000,1.08963
1705946400000,1.08899
1705950000000,1.08845
1705953600000,1.08842
1705957200000,1.08821
1705960800000,1.0881
1705964400000,1.0877
1705968000000,1.08827
1705971600000,1.08883
1705975200000,1.0887
1705978800000,1.08927
1705982400000,1.08981
1705986000000,1.09067
1705989600000,1.09141
1705993200000,1.09083
1705996800000,1.0895
1706000400000,1.08875
1706004000000,1.08695
1706007600000,1.08664
1706011200000,1.08638
1706014800000,1.08734
1706018400000,1.08528
1706022000000,1.08309
1706025600000,1.08281
1706029200000,1.08315
1706032800000,1.08371
1706036400000,1.08451
1706040000000,1.08497
1706043600000,1.0854
1706047200000,1.08523
1706050800000,1.08572
1706054400000,1.08558
1706058000000,1.08579
1706061600000,1.0857
1706065200000,1.08588
1706068800000,1.08643
1706072400000,1.08619
1706076000000,1.08634
1706079600000,1.08732
1706083200000,1.08697
1706086800000,1.09028
1706090400000,1.08977
1706094000000,1.08928
1706097600000,1.08947
1706101200000,1.09244
1706104800000,1.09034
1706108400000,1.09008
1706112000000,1.09004
1706115600000,1.0904
1706119200000,1.08927
1706122800000,1.08882
1706126400000,1.08797
1706130000000,1.08841
1706133600000,1.0886
1706137200000,1.08811
1706140800000,1.08741
1706144400000,1.08776
1706148000000,1.0875
1706151600000,1.08776
1706155200000,1.08753
1706158800000,1.08779
1706162400000,1.08861
1706166000000,1.08877
1706169600000,1.08986
1706173200000,1.08959
1706176800000,1.08927
1706180400000,1.08947
1706184000000,1.08881
1706187600000,1.08791
1706191200000,1.08603
1706194800000,1.08319
1706198400000,1.08362
1706202000000,1.08374
1706205600000,1.08302
1706209200000,1.08359
1706212800000,1.08399
1706216400000,1.08464
1706220000000,1.08464
1706223600000,1.08453
1706227200000,1.0838
1706230800000,1.08443
1706234400000,1.0844
1706238000000,1.08448
1706241600000,1.08395
1706245200000,1.08423
1706248800000,1.08293
1706252400000,1.0819
1706256000000,1.08402
1706259600000,1.08443
1706263200000,1.08648
1706266800000,1.08746
1706270400000,1.08671
1706274000000,1.0872
1706277600000,1.0874
1706281200000,1.0864
1706284800000,1.08646
1706288400000,1.08637
1706292000000,1.08557
1706295600000,1.08581
1706299200000,1.08544
1706302800000,1.08416
1706479200000,1.08453
1706482800000,1.08418
1706486400000,1.08445
1706490000000,1.0844
1706493600000,1.08435
1706497200000,1.08451
1706500800000,1.08446
1706504400000,1.08399
1706508000000,1.08463
1706511600000,1.08371
1706515200000,1.08347
1706518800000,1.08251
1706522400000,1.0819
1706526000000,1.0823
1706529600000,1.08221
1706533200000,1.08203
1706536800000,1.0807
1706540400000,1.07974
1706544000000,1.0806
1706547600000,1.08115
1706551200000,1.08112
1706554800000,1.08189
1706558400000,1.08312
1706562000000,1.0831
1706565600000,1.0834
1706569200000,1.08335
1706572800000,1.08407
1706576400000,1.08347
1706580000000,1.08341
1706583600000,1.08304
1706587200000,1.08251
1706590800000,1.08223
1706594400000,1.0813
1706598000000,1.08224
1706601600000,1.08218
1706605200000,1.08267
1706608800000,1.08383
1706612400000,1.08419
1706616000000,1.08477
1706619600000,1.08343
1706623200000,1.08503
1706626800000,1.0835
1706630400000,1.08432
1706634000000,1.08387
1706637600000,1.08358
1706641200000,1.08457
1706644800000,1.0842
1706648400000,1.08449
1706652000000,1.08435
1706655600000,1.0842
1706659200000,1.0843
1706662800000,1.08311
1706666400000,1.08181
1706670000000,1.08186
1706673600000,1.08204
1706677200000,1.08203
1706680800000,1.08153
1706684400000,1.08162
1706688000000,1.0819
1706691600000,1.08223
1706695200000,1.0825
1706698800000,1.08391
1706702400000,1.08368
1706706000000,1.08576
1706709600000,1.08798
1706713200000,1.08613
1706716800000,1.0854
1706720400000,1.08494
1706724000000,1.08454
1706727600000,1.08406
1706731200000,1.08075
1706734800000,1.08174
1706738400000,1.08132
1706742000000,1.08037
1706745600000,1.08083
1706799600000,1.0826
1706803200000,1.08639
1706806800000,1.08726
1706810400000,1.08698
1706814000000,1.0872
1706817600000,1.08715
1706821200000,1.087
1706824800000,1.0871
1706828400000,1.0874
1706832000000,1.08725
1706835600000,1.08714
1706839200000,1.08783
1706842800000,1.08765
1706846400000,1.0873
1706850000000,1.08773
1706853600000,1.08756
1706857200000,1.08809
1706860800000,1.08794
1706864400000,1.08902
1706868000000,1.08845
1706871600000,1.08836
1706875200000,1.08803
1706878800000,1.08073
1706882400000,1.08089
1706886000000,1.08024
1706889600000,1.0786
1706893200000,1.07833
1706896800000,1.0788
1706900400000,1.07925
1706904000000,1.0793
1706907600000,1.0786
1707084000000,1.07795
1707087600000,1.07792
1707091200000,1.07724
1707094800000,1.07783
1707098400000,1.07785
1707102000000,1.07789
1707105600000,1.07788
1707109200000,1.07819
1707112800000,1.07778
1707116400000,1.07801
1707120000000,1.07668
1707123600000,1.07538
1707127200000,1.07494
1707130800000,1.07549
1707134400000,1.07498
1707138000000,1.07373
1707141600000,1.07418
1707145200000,1.07253
1707148800000,1.07353
1707152400000,1.07392
1707156000000,1.07441
1707159600000,1.07427
1707163200000,1.07425
1707166800000,1.07422
1707170400000,1.07432
1707174000000,1.07408
1707177600000,1.07438
1707181200000,1.07454
1707184800000,1.07458
1707188400000,1.07436
1707192000000,1.0749
1707195600000,1.07531
1707199200000,1.0751
1707202800000,1.07518
1707206400000,1.0746
1707210000000,1.07292
1707213600000,1.07292
1707217200000,1.07386
1707220800000,1.07359
1707224400000,1.07305
1707228000000,1.07402
1707231600000,1.07432
1707235200000,1.07504
1707238800000,1.07508
1707242400000,1.07535
1707246000000,1.07493
1707249600000,1.07565
1707253200000,1.07538
1707256800000,1.07542
1707260400000,1.07568
1707264000000,1.07589
1707267600000,1.07633
1707271200000,1.07632
1707274800000,1.07587
1707278400000,1.07588
1707282000000,1.07627
1707285600000,1.0761
1707289200000,1.07725
1707292800000,1.07628
1707296400000,1.07686
1707300000000,1.0764
1707303600000,1.07711
1707307200000,1.07734
1707310800000,1.07703
1707314400000,1.07713
1707318000000,1.07568
1707321600000,1.07677
1707325200000,1.07647
1707328800000,1.07712
1707332400000,1.07717
1707336000000,1.07727
1707339600000,1.07704
1707343200000,1.0771
1707346800000,1.07755
1707350400000,1.07777
1707354000000,1.0779
1707357600000,1.07829
1707361200000,1.0781
1707364800000,1.07797
1707368400000,1.07827
1707372000000,1.0784
1707375600000,1.07797
1707379200000,1.07773
1707382800000,1.0783
1707386400000,1.07717
1707390000000,1.07625
1707393600000,1.07568
1707397200000,1.07441
1707400800000,1.07649
1707404400000,1.07608
1707408000000,1.07734
1707411600000,1.07732
1707415200000,1.07766
1707418800000,1.07749
1707422400000,1.07777
1707426000000,1.07776
1707429600000,1.0776
1707433200000,1.07771
1707436800000,1.0772
1707440400000,1.07743
1707444000000,1.07761
1707447600000,1.07707
1707451200000,1.07711
1707454800000,1.07708
1707458400000,1.07745
1707462000000,1.07803
1707465600000,1.07727
1707469200000,1.0767
1707472800000,1.07667
1707476400000,1.07717
1707480000000,1.07672
1707483600000,1.07832
1707487200000,1.07816
1707490800000,1.07863
1707494400000,1.07815
1707498000000,1.07852
1707501600000,1.07866
1707505200000,1.07826
1707508800000,1.07862
1707512400000,1.0782
1707688800000,1.07839
1707692400000,1.07977
1707696000000,1.07984
1707699600000,1.07955
1707703200000,1.0793
1707706800000,1.07916
1707710400000,1.07904
1707714000000,1.07913
1707717600000,1.0792
1707721200000,1.08029
1707724800000,1.07754
1707728400000,1.0767
1707732000000,1.07768
1707735600000,1.07693
1707739200000,1.07696
1707742800000,1.07637
1707746400000,1.07721
1707750000000,1.07674
1707753600000,1.0771
1707757200000,1.078
1707760800000,1.07811
1707764400000,1.07695
1707768000000,1.07742
1707771600000,1.07707
1707775200000,1.07723
1707778800000,1.07713
1707782400000,1.07729
1707786000000,1.07667
1707789600000,1.0764
1707793200000,1.0762
1707796800000,1.07635
1707800400000,1.07669
1707804000000,1.07702
1707807600000,1.07713
1707811200000,1.07676
1707814800000,1.07666
1707818400000,1.07722
1707822000000,1.07782
1707825600000,1.0785
1707829200000,1.07086
1707832800000,1.07177
1707836400000,1.07168
1707840000000,1.07192
1707843600000,1.07142
1707847200000,1.07083
1707850800000,1.07012
1707854400000,1.07072
1707858000000,1.07082
1707861600000,1.07098
1707865200000,1.0707
1707868800000,1.07078
1707872400000,1.07113
1707876000000,1.07094
1707879600000,1.07125
1707883200000,1.07142
1707886800000,1.0714
1707890400000,1.07163
1707894000000,1.07077
1707897600000,1.07023
1707901200000,1.07001
1707904800000,1.07034
1707908400000,1.07077
1707912000000,1.07057
1707915600000,1.07086
1707919200000,1.07162
1707922800000,1.07212
1707926400000,1.0734
1707930000000,1.07303
1707933600000,1.07265
1707937200000,1.07282
1707940800000,1.07276
1707944400000,1.07237
1707948000000,1.0727
1707951600000,1.0732
1707955200000,1.07339
1707958800000,1.07281
1707962400000,1.07291
1707966000000,1.0725
1707969600000,1.0726
1707973200000,1.07291
1707976800000,1.07307
1707980400000,1.0733
1707984000000,1.07308
1707987600000,1.0733
1707991200000,1.07346
1707994800000,1.07354
1707998400000,1.07449
1708002000000,1.07661
1708005600000,1.07761
1708009200000,1.07611
1708012800000,1.07597
1708016400000,1.07618
1708020000000,1.0767
1708023600000,1.07688
1708027200000,1.07715
1708030800000,1.07723
1708034400000,1.07725
1708038000000,1.07725
1708041600000,1.07648
1708045200000,1.07649
1708048800000,1.07603
1708052400000,1.07601
1708056000000,1.0759
1708059600000,1.07601
1708063200000,1.07626
1708066800000,1.07605
1708070400000,1.07698
1708074000000,1.0766
1708077600000,1.07681
1708081200000,1.07775
1708084800000,1.07681
1708088400000,1.07462
1708092000000,1.07506
1708095600000,1.07709
1708099200000,1.07684
1708102800000,1.07778
1708106400000,1.07851
1708110000000,1.0777
1708113600000,1.07762
1708117200000,1.07724
1708293600000,1.07745
1708297200000,1.07837
1708300800000,1.0787
1708304400000,1.07803
1708308000000,1.07811
1708311600000,1.07754
1708315200000,1.07778
1708318800000,1.07818
1708322400000,1.07861
1708326000000,1.07826
1708329600000,1.07782
1708333200000,1.07746
1708336800000,1.07751
1708340400000,1.0777
1708344000000,1.07701
1708347600000,1.07697
1708351200000,1.0765
1708354800000,1.07673
1708358400000,1.07698
1708362000000,1.07761
1708365600000,1.078
1708369200000,1.0777
1708372800000,1.07791
1708376400000,1.07763
1708380000000,1.0778
1708383600000,1.07755
1708387200000,1.07697
1708390800000,1.07657
1708394400000,1.07668
